Sesor1,Sesor2,Sesor3,Sesor4,Sesor5,Sesor6,Sensor7,Sensor8,Sesor1Sigma,Sesor2Sigma,Sesor3Sigma,Sesor4Sigma,Sesor5Sigma,Sesor6Sigma,Sensor7Sigma,Sensor8Sigma,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,label
0.0419245049504951,0.0472617574257426,0.190671410891089,0.052289603960396,0.0224319306930693,0.0185643564356436,0.0717821782178218,0.0764232673267327,2.24575533725247,1.90719755569307,26.402805441677,2.04070138459158,0.403641804610149,0.228090191831683,3.87782332920792,4.59180170946782,0.00451127296300739,0.074201970265314,0.135465527696851,0.27733983118758,0.221451879699182,0.287029518188065,0.00637955832573173,0.0401771700406807,0.111838924503946,0.165421688208251,0.448416437791078,0.227766221130312,0.0115353894020854,0.0362652295570824,0.0996970531275223,0.27998130981075,0.405369388883499,0.16715162921906,0.0048789658521599,0.0705461289116775,0.0701254385172179,0.250884911470705,0.336210137809853,0.267354417438386,0.00846634954767873,0.0745369572406307,0.104540764345969,0.259126968674962,0.390172148252474,0.163156811938285,0.0102268377545556,0.0931719897241008,0.118699102849129,0.310492156433875,0.337835119936782,0.129574793301557,0.0145323413680448,0.0998624644411671,0.171067040188561,0.291745027782758,0.332935746255642,0.0898573799638273,0.00742828234271925,0.0383235998573896,0.105558994601277,0.179944941292974,0.498229391665012,0.170514790240629,CALL
0.0287747524752475,0.0357363861386139,0.18695853960396,0.248143564356436,0.0574721534653465,0.0392945544554455,0.070467202970297,0.0327970297029703,0.631018912438118,0.716975750309406,29.4351286935334,45.4017926206683,2.42502949025371,0.950262995049505,4.28708520266089,0.698266359839109,0.0100610106039586,0.0756562746017213,0.187911517031959,0.201027705277232,0.334940338615939,0.190403153869189,0.00620718838261516,0.0654082141627468,0.177641095043521,0.205861308177755,0.347069783063483,0.197812411169879,0.0200872620365186,0.0670925251756517,0.139951782191245,0.248602639569736,0.166361812143998,0.357903978882851,0.00969258630144604,0.0536808663764471,0.123677976172611,0.249125611892196,0.353402615368993,0.210420343888307,0.00461740543937042,0.117623241008803,0.222763712608924,0.232826364738678,0.317979296104204,0.104189980100021,0.00495014403554006,0.0837771283792924,0.128446268773311,0.206303451804039,0.480746079443579,0.0957769275642382,0.00243231864463516,0.0402186993432025,0.0409596777198978,0.203526545236807,0.471514101220719,0.241348657834738,0.00466831147972896,0.051282424221778,0.183927917413617,0.146465710934687,0.251685906318892,0.361969729631297,FOUR
0.0576268564356436,0.077970297029703,0.295482673267327,0.277537128712871,0.0683787128712871,0.0367419554455446,0.0203434405940594,0.0460241336633663,2.39361753558168,4.71433129641089,47.5786084467822,43.9655689201733,3.85059318920173,1.00408270807549,0.351659189356436,1.34387327892946,0.00492234024999931,0.0606551851265706,0.118013691234471,0.2549953302899,0.424185673567901,0.137227779531157,0.00462491811548562,0.038357674532359,0.131562708957822,0.194996776171316,0.455674630177111,0.174783292045906,0.00730689162790977,0.0368698054852335,0.106073789914304,0.413487013879861,0.319411403100203,0.116851095992488,0.00865155783905153,0.111604413171675,0.108365774314356,0.296885026412727,0.294073656252381,0.180419572009809,0.00230424132427087,0.0839319787111768,0.145293569163267,0.291379529125763,0.270315089416862,0.20677559225866,0.0066949992591222,0.0587059129643257,0.166433923489777,0.236477019405954,0.296087078222911,0.23560106665791,0.00557665410599861,0.0890021750796766,0.153827374700599,0.256384647751845,0.419349603089479,0.0758595452724027,0.00747970952500829,0.0411632887497838,0.147164364226729,0.207543734275441,0.337931571521535,0.258717331701503,FIVE
0.0195699257425743,0.0273050742574257,0.088335396039604,0.245668316831683,0.0566212871287129,0.0390625,0.0245204207920792,0.0209622524752475,0.265654006806931,0.685575881806931,6.24968575959158,34.1619570892636,2.35401115795173,0.916748046875,0.297887821008663,0.478431021813119,0.0104640903162852,0.0756822899411253,0.164774969989407,0.246666131095378,0.290420540325748,0.211991978332056,0.012551673014781,0.0622107603436608,0.0937608181637651,0.209383069538634,0.451401840049883,0.170691838889275,0.00347318899167857,0.0549375224812659,0.0582277466854287,0.168190816693888,0.314577477011405,0.400593248136334,0.00794958106502161,0.0162278703950906,0.0704718666346139,0.212058393190124,0.426599510244912,0.266692778470238,0.00415280411289455,0.0750770241434623,0.14257081534049,0.205482864815326,0.439206056345355,0.133510435242473,0.00669795520209186,0.0906688160949235,0.162620292437355,0.201104293346323,0.357283225021218,0.181625417898088,0.0170057207895173,0.0742257360746917,0.0983516305077608,0.301367893258897,0.333144548097295,0.175904471271838,0.00904273632766165,0.0984675991227964,0.0770841746930971,0.293071586252577,0.348414707982244,0.173919195621623,TWO
0.0324102722772277,0.0707766089108911,0.371132425742574,0.18804146039604,0.0774288366336634,0.0456373762376238,0.0266862623762376,0.0201887376237624,0.668195969987624,3.73879612082302,65.1753219755569,23.3352751779084,4.15051148669554,1.42789632967203,0.45808999845297,0.285970857827971,0.017267446709834,0.0540863562442016,0.074381886300638,0.285717189019533,0.30344745957406,0.265099662151733,0.0152294298437202,0.0627040424193372,0.0506031942053136,0.268262235532204,0.339304869734936,0.263896228264489,0.0331547038127451,0.0653422205003964,0.0866331472196355,0.363946728496357,0.345981705469938,0.104941494500928,0.00905363684771699,0.0425411438436371,0.0694752014743145,0.341774856778707,0.331555158709652,0.205600002345972,0.00994662872314431,0.0407063647984506,0.0657222584413535,0.226438751001539,0.436464467887682,0.220721529147831,0.0131749651912827,0.0554205929480023,0.0966181462468419,0.206040709545372,0.42413930347444,0.204606282594061,0.0195157510353692,0.0782702279163369,0.116304459352285,0.197304868059337,0.340372251267639,0.248232442369033,0.0356237052106987,0.0594602929457666,0.106816142066085,0.223875050297238,0.229603720266363,0.344621089213848,U
0.0367419554455446,0.0365872524752475,0.245745668316832,0.305925123762376,0.0690748762376238,0.0447865099009901,0.138691212871287,0.0394492574257426,1.05779364557549,1.13028649056312,34.3585507232364,53.326089689047,2.71695882967203,1.1509900990099,18.3464427985767,0.929414352568069,0.00938305622155984,0.0167793767964057,0.14900770997907,0.400339410957694,0.321972540468989,0.102517905576281,0.00551313198989978,0.0510341906729607,0.11473607844303,0.219854259419875,0.394024159711922,0.214838179762313,0.0182201655532145,0.0933880890766193,0.0594267445714734,0.190080699830815,0.531058354118068,0.107825946849809,0.00453400161124166,0.0465519735692136,0.0714189798924772,0.159577096278102,0.539865602198563,0.178052346450403,0.00788184763947017,0.067529833067246,0.138631279448942,0.287347229039957,0.324748362579975,0.17386144822441,0.00926905162107916,0.058479237180165,0.144903341166733,0.256987602301529,0.393284379441688,0.137076388288806,0.00405449302925301,0.0160162108068799,0.0452819774985541,0.167901507785896,0.420574269576306,0.346171541303111,0.00360071108988978,0.0210880956527561,0.153491876877146,0.298454958494925,0.343903313696773,0.179461044188511,FOUR
0.025990099009901,0.0513613861386139,0.29532797029703,0.217435024752475,0.0815284653465347,0.0438582920792079,0.0201887376237624,0.0196472772277228,0.500621229115099,1.68255192218441,50.8227780785891,28.3411490563119,2.90333965037129,1.12545202274134,0.314047029702971,0.275407545637376,0.00823297808882545,0.0616235756117714,0.135129428960912,0.244398289874573,0.292165772097646,0.258449955366272,0.00691001677310496,0.022733540457086,0.0797164519787009,0.224694637771547,0.342709117494859,0.323236235524703,0.00933946037681723,0.0389196539258151,0.0603153704727017,0.291578849016808,0.429323140867607,0.17052352534025,0.00370046951095524,0.041819087358364,0.090327092744052,0.355344621102342,0.233537728853157,0.27527100043113,0.00569118523219171,0.0448311185269541,0.15415560518757,0.209021525139342,0.24284269680868,0.343457869105262,0.00513107120550602,0.0378638581681166,0.103452172183662,0.214312797842419,0.409849452439191,0.229390648161106,0.0228958747909186,0.027946075402502,0.119944954892011,0.208090110413713,0.30143082118262,0.319692163318235,0.00924221837003967,0.0751353554762967,0.140009766304224,0.287280491725896,0.288407469941478,0.199924698182066,U
0.0382889851485149,0.0437809405940594,0.267481435643564,0.374303836633663,0.0801361386138614,0.0551516089108911,0.151995668316832,0.044167698019802,1.52039178527228,1.03525293935644,40.2687359800433,63.6195056273206,5.10089534344059,1.79421604269802,31.6656796294864,1.3310981977104,0.00732121685492209,0.0735333808414812,0.0924553302663977,0.351792795514965,0.314822558317062,0.160074718205172,0.00582420063151472,0.0883575066908712,0.230461231377873,0.24481755032072,0.364076489493399,0.0664630214856219,0.0158322468822111,0.0659959837896058,0.144105198016936,0.298525826547913,0.367210504683258,0.108330240080075,0.00317884844174252,0.0275083552091175,0.0545272471808187,0.135788707085648,0.448780007879112,0.330216834203561,0.00495447308812399,0.0650481707295954,0.200392605281889,0.224235051262005,0.368311702847709,0.137057996790677,0.00514663096488161,0.079078171454834,0.140919362879834,0.318096755052347,0.3570706270438,0.0996884526043031,0.00142489934751277,0.028023586693484,0.048791248366493,0.201706092310318,0.525202174095531,0.194851999186661,0.0060578940182301,0.0459075971434598,0.0419138346239541,0.296713009524426,0.347278434747121,0.262129229942809,FOUR
0.0744121287128713,0.120900371287129,0.364016089108911,0.173886138613861,0.0429300742574257,0.025835396039604,0.0428527227722772,0.0693069306930693,4.00707282642327,6.86351813892327,62.529514426052,19.7896160465656,1.25320283493193,0.476980681466584,1.51564192063738,4.26838789836015,0.00238632129240152,0.0382819185062197,0.0699668907971373,0.253614371830551,0.416001710266817,0.219748787306873,0.00184799603899957,0.0215250978688158,0.134776017582103,0.299949506599204,0.368042517531757,0.173858864379121,0.0132703410102681,0.0264315840326961,0.127350128239075,0.196672246089661,0.355910007310324,0.280365693317976,0.00233557024340227,0.0824106706403988,0.13752012896203,0.21902598591868,0.481824211380402,0.076883432855088,0.00528520457054669,0.0557051263019624,0.124629733207235,0.329192311137999,0.38471707208487,0.100470552697388,0.0111304194603924,0.0543018479224166,0.136803422320814,0.278034834755616,0.444675861212517,0.0750536143282442,0.00607876882505543,0.0667804311087401,0.101995724616708,0.176992329737455,0.458655851128343,0.189496894583698,0.00517181665925457,0.0397606227405061,0.133595586003034,0.23388899819702,0.43068748473367,0.156895491666516,SPIDERMAN
0.0501237623762376,0.0958384900990099,0.304223391089109,0.224164603960396,0.0440129950495049,0.0304764851485149,0.0800587871287129,0.0699257425742574,2.30257242032797,5.76036509900989,47.706081277073,49.5651154470916,1.82217135287748,0.744024597772278,4.08130607982674,3.33664091506807,0.00831242936331243,0.0809356508427083,0.238250699155921,0.133323582200314,0.34432625920852,0.194851379229225,0.00695465529326042,0.0977904993244999,0.221010779361071,0.245621487854874,0.274224998040366,0.154397580125928,0.0101292026410506,0.108819076430605,0.122851433968161,0.157250635028487,0.486850958777752,0.114098693153943,0.00242392923620589,0.0497625833576558,0.128275394602683,0.228415377673172,0.501310656608636,0.0898120585216462,0.00352586343523719,0.0571574769075417,0.176116703934584,0.226793508490826,0.375525350061655,0.160881097170156,0.00354481205817701,0.0575767414097074,0.187011288341745,0.200653233137099,0.291684815934044,0.259529109119227,0.00429055926546041,0.0666747398249507,0.107454422038258,0.237091791727914,0.433377374624344,0.151111112519073,0.00535984608228631,0.0536866260371764,0.120260168459488,0.122076011309204,0.402024543385938,0.296592804725907,SPIDERMAN
